PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;TIP_TEL;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;US_TELEFON_FIX;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;CIRCUIT_992_1;P1;P2;P3;P4;P5;P5_LITERALS;P6;P7;P8;P9;P10;P11;P12_1;P12_2;P13_A;P13_B;P13_C;P13_D;P13_E;P14;P15;P15_LITERALS;P16_1;P16_2;P16_3;P16_4;P16_LITERALS;P17;P17_LITERALS;P18_A;P18_B;P18_B_LITERALS;P19A_A_FERNANDEZ;P19B_A_FERNANDEZ;P19A_L_BORRAS;P19B_L_BORRAS;P19A_P_ARAGONES;P19B_P_ARAGONES;P19A_S_ILLA;P19B_S_ILLA;P19A_J_ALBIACH;P19B_J_ALBIACH;P19A_C_CARRIZOSA;P19B_C_CARRIZOSA;P19A_D_SABATER;P19B_D_SABATER;P19A_I_GARRIGA;P19B_I_GARRIGA;P19A_A_CHACON;P19B_A_CHACON;P20;P21;P22;P23;P23_LITERALS;P24;P25;P26;P27;P28;P29;P29_LITERALS;P30;P31;P32;P33;P33_LITERALS;P34;P34_LITERALS;P35;P36;P37;P38;P39;P40_1;P40_2;P40_3;P40_4;P40_LITERALS;HORA_ÚLTIMA_PREGUNTA;E1;E2;E3;E4;E5;E6;SUPERVISADA;P5R;P15R;P16_1R;P16_2R;P16_3R;P16_4R;P17R;P18R;P18_CENS;P18R_CENS;P16R
1;586;2021;1; ; ; ;861;Trucada a telèfon mòbil;237;Dona;40;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;24;24 anys o menys;De 20 a 24 anys;No;Catalunya; ;2;No ho sap;No contesta;Poc;No contesta;Altres partits;izquierda pero ninguno afin;Esquerra;6;Un nivell insuficient d’autonomia;Una comunitat autònoma d’Espanya;No;9;La ideologia;Les propostes electorals;7;7;9;7;9;Durant la campanya electoral;No ho sap;-;Podemos;Altres partits; ; ;podemos y otro no sabe aun;Altres partits;uno de izquierdas p'ero no sabria;Estic segur/a que vaig votar;Podemos;podemos;No; ;No; ;No; ;Sí;No ho sap;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Amb parella estable;0;Més català/ana que espanyol/a;Castellà;-;Castellà;-; ;Classe mitjana baixa;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Bastant;Bastant;Molt; ;Altres;NS/NC;Catalunya en Comú Podem;Altres, blanc; ; ;Altres;Catalunya en Comú Podem;Podemos;Catalunya en Comú Podem;Catalunya en Comú Podem / Altres
1;587;2021;1; ; ; ;862;Trucada a telèfon mòbil;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Berguedà;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;60;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;No contesta;Molt dolenta;Poc;1;Cap;-;No contesta;Mínim catalanisme;Un nivell suficient d’autonomia;Una regió d’Espanya;No;Amb tota seguretat aniré a votar;No ho sap; ;8;5;No ho té gens en compte;5;No ho té gens en compte;Abans que comenci la campanya;No ho sap;-;No contesta; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No contesta;-;No; ;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;Sí;No contesta;Sí;No contesta;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;Està temporalment de baixa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe mitjana;2;No contesta;No; ; ; ; ;-; ;No;Mai;Bastant;Bastant;Bastant;Bastant;Sí;Cap;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No contesta;NS/NC;NS/NC
1;588;2021;1; ; ; ;626;Trucada a telèfon fix;138;Home;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;TERRASSA;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;54;De 50 a 64 anys;De 50 a 54 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;5;No contesta;-;Centre-esquerra;6;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;Les propostes electorals;8;9;9;8;8;Abans que comenci la campanya;No ho sap;-;ERC;Catalunya en Comú Podem; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;Sí;3;Sí;6;Sí;7;Sí;6;Sí;8;Sí;4;Sí;8;Sí;Molt deficient;Sí;6; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Més català/ana que espanyol/a;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe mitjana;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;NS/NC;NS/NC;ERC;Catalunya en Comú Podem; ; ;NS/NC;ERC;ERC;ERC;ERC / Catalunya en Comú Podem
1;589;2021;1; ; ; ;979;Trucada a telèfon fix;848;Dona;36;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;60;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Molt dolenta;Molt dolenta;Gens;Molt dolenta;Cap;-;No contesta;No ho sap;No ho sap;No contesta;No contesta;Amb tota seguretat no aniré a votar;No ho sap; ;No contesta;No contesta;No contesta;No contesta;No contesta;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No contesta;-;No; ;No; ;No; ;Sí;No ho sap;No; ;No; ;No; ;No; ;No; ;1970;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Sap llegir i escriure però va anar menys de 5 anys a l’escola;-;Vidu/a;1;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana-baixa; ;1;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Quasi mai;Bastant;Gens;Poc;Bastant; ;Cap;No votaria; ; ; ; ;NS/NC;NS/NC;No contesta;NS/NC; 
1;590;2021;1; ; ; ;754;Trucada a telèfon fix;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Maresme;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;56;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;2;No contesta;-;No contesta;9;Un nivell insuficient d’autonomia;Un Estat independent;Sí;9;El propi partit;Les propostes electorals;8;6;4;7;9;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;No contesta;-;Estic segur/a que vaig votar;No contesta;-;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;Molt deficient;No; ;Sí;No contesta;Sí;No contesta; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop al mes;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;3;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-alta; ;7;No contesta;Sí;No contesta; ; ; ;-; ;No;Quasi mai;Bastant;Bastant;Bastant;Bastant;Sí;NS/NC;NS/NC; ; ; ; ;NS/NC;NS/NC;No contesta;NS/NC; 
1;591;2021;1; ; ; ;766;Trucada a telèfon fix;659;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Osona;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;60;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;Ni bona ni dolenta;Dolenta;Poc;5;No contesta;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia; ;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;8;7;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;No ho sap;-;No, mai;Està temporalment de baixa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Va anar a l’escola 5 o més anys però sense completar ESO, EGB o Batxillerat elemental;-;Casat/ada;1;Només català/ana;Català (Valencià/Balear);-;Castellà;-; ;Classe treballadora mitjana;3;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Bastant;Bastant;Molt;Sí;NS/NC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;592;2021;1; ; ; ;735;Trucada a telèfon mòbil;68;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;33;De 25 a 34 anys;De 30 a 34 anys;No;Catalunya; ;1;Bona;Bona;Poc;5;Cap;-;No contesta;5;No contesta;Una comunitat autònoma d’Espanya;No;5;Cap d’aquests; ;5;Ho té molt en compte;6;5;6;Abans que comenci la campanya;No ho sap;-;No contesta; ; ; ;-;No contesta;le da igual3;No vaig votar perquè no podia (edat, malaltia...); ;-;No; ;No; ;No; ;Sí;6;No; ;No; ;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme; ; ;No treballa;Pensionista (abans no ha treballat); ; ;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;3;Inferiors a 1.000€;Sí;Mobilitat reduïda; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt;Sí;Cap;NS/NC;NS/NC; ; ; ;NS/NC; ;No poder votar;No va votar;NS/NC
1;593;2021;1; ; ; ;865;Trucada a telèfon mòbil;827;Home;42;Universitari grau superior;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;63;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;Molt dolenta;Dolenta;Molt;5;Junts per Catalunya;-;Centre-esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;Les propostes electorals; ;9;6;8;7;8;Abans que comenci la campanya;No contesta;primaries; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;3;Sí;6;Sí;4;Sí;1;Sí;2;Sí;Molt deficient;Sí;8;Sí;Molt deficient;Sí;7; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Casat/ada;1;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana;2;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;Sí;Alguna vegada;Poc;Bastant;Bastant;Bastant; ;Junts per Catalunya;NS/NC; ; ; ; ;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;594;2021;1; ; ; ;768;Trucada a telèfon mòbil;850;Dona;50;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;26;De 25 a 34 anys;De 25 a 29 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Molt;2;CUP;-;Esquerra;5;Un nivell insuficient d’autonomia;Un Estat independent;Sí;7;L’actuació en el Govern/L’actuació a l’oposició; ;6;Ho té molt en compte;8;8;8;Durant la campanya electoral;CUP;-; ; ; ; ;-;PSC;-;Estic segur/a que vaig votar;CUP;-;Sí;1;Sí;3;Sí;3;Sí;3;Sí;5;Sí;1;Sí;8;No; ;Sí;3; ;Catalunya;Resta del món;Cap: Agnosticisme;-; ;No treballa;Aturat/ada i ha treballat abans; ;Sector privat;Doctorat;-;Solter/a;0;Més català/ana que espanyol/a;Totes dues igual: català (valencià/balear) i castellà;-;Totes dues igual: català (valencià/balear) i castellà;-; ;Classe treballadora mitjana;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Molt;Molt;Molt; ;CUP;CUP; ; ; ; ;PSC;CUP;CUP;CUP; 
1;595;2021;1; ; ; ;803;Trucada a telèfon fix;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;VILANOVA I LA GELTRÚ;Garraf;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;60;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;Molt dolenta;Molt dolenta;Bastant;6;Junts per Catalunya;-;Centre-esquerra;5;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista; ;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;5;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;No ho recorda;-;Habitualment voto, però aquesta vegada no; ;-;No; ;Sí;5;Sí;5;Sí;5;Sí;5;Sí;5;Sí;5;No; ;Sí;5; ;No ho sap;Altres comunitats autònomes;No contesta;-;Sí, algun cop a l’any;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector públic (Administració Pública + empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;1;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Castellà;-; ;Classe treballadora mitjana;99;No contesta;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant;Sí;Junts per Catalunya;NS/NC; ; ; ; ;NS/NC; ;No va votar;No va votar; 
1;596;2021;1; ; ; ;921;Trucada a telèfon fix;851;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;72;65 anys o més;De 70 a 74 anys;Sí, en fa ús;Catalunya; ;2;Bona;Ni bona ni dolenta;Poc;7;No ho sap;-;No ho sap;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;La ideologia;5;No ho sap;5;No ho sap;5;Abans que comenci la campanya;Junts per Catalunya;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;Molt deficient;Sí;7;Sí;4;Sí;4;No; ;Sí;Molt deficient;Sí;No ho sap;No; ;No; ; ;Catalunya;Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Va anar a l’escola 5 o més anys però sense completar ESO, EGB o Batxillerat elemental;-;Vidu/a;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora mitjana;1;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Molt;Bastant;Molt; ;NS/NC;Junts per Catalunya; ; ; ; ;NS/NC;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;597;2021;1; ; ; ;682;Trucada a telèfon fix;670;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;55;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;5;No contesta;-;Centre;9;Un nivell insuficient d’autonomia;Un Estat independent;Sí;9;La ideologia; ;9;8;5;6;8;Abans que comenci la campanya;No ho sap;-;ERC;Junts per Catalunya; ; ;-;ERC;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;1;Sí;7;Sí;5;Sí;3;Sí;2;Sí;Molt deficient;Sí;2;No; ;Sí;3; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop al mes;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana;4;Entre 3.001€ i 4.000€;Sí;Mobilitat reduïda; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Bastant; ;NS/NC;NS/NC;ERC;Junts per Catalunya; ; ;ERC;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya / ERC
1;598;2021;1; ; ; ;1126;Trucada a telèfon mòbil;828;Dona;27;Universitari grau mig;Espanya; ;LLEIDA;Menor o igual a 2.000; ;Urgell;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;36;De 35 a 49 anys;De 35 a 39 anys;No;Catalunya; ;2;Dolenta;Dolenta;Bastant;2;ERC;-;Esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;Ho té molt en compte;5;Ho té molt en compte;Ho té molt en compte;5;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;Molt deficient;Sí;Excel·lent;Sí;Excel·lent;Sí;6;Sí;6;Sí;Molt deficient;Sí;4;No; ;Sí;6; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop a l’any;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana;4;Més de 5.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;ERC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;599;2021;1; ; ; ;694;Trucada a telèfon mòbil;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;65;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Molt dolenta;Bastant;4;PSC;-;Centre-esquerra;6;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;9;El líder/cap de llista;La ideologia;6;8;7;5;9;Abans que comenci la campanya;PSC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;En blanc;-;Sí;4;Sí;5;Sí;8;Sí;8;Sí;7;Sí;6;Sí;5;No; ;Sí;6; ;Catalunya;Altres comunitats autònomes;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Totes dues igual: català (valencià/balear) i castellà;-;Classe mitjana-baixa; ;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;PSC;PSC; ; ; ; ;ERC;Altres, blanc;En blanc;Altres, blanc; 
1;600;2021;1; ; ; ;720;Trucada a telèfon mòbil;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;60;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Gens;4;No ho sap;-;Centre-esquerra;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;7;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;No ho sap;-;ERC;PSC; ; ;-;ERC;-;Estic segur/a que vaig votar;No ho recorda;-;No; ;No; ;Sí;6;Sí;6;No; ;No; ;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;Està temporalment de baixa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe treballadora mitjana;2;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;NS/NC;NS/NC;ERC;PSC; ; ;ERC;NS/NC;No ho recorda;NS/NC;ERC / PSC
1;601;2021;1; ; ; ;1002;Trucada a telèfon mòbil;659;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;CERDANYOLA DEL VALLÈS;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;56;De 50 a 64 anys;De 55 a 59 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;4;CUP;-;Esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;Les propostes electorals; ;Ho té molt en compte;8;8;8;8;Abans que comenci la campanya;CUP;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;CUP;-;Sí;No contesta;Sí;No contesta;Sí;3;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta; ;Catalunya;Catalunya;Cap: Ateisme; ; ;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Amb parella estable;0;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora mitjana;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Bastant;Bastant;Molt; ;CUP;CUP; ; ; ; ;NS/NC;CUP;CUP;CUP; 
1;602;2021;1; ; ; ;733;Trucada a telèfon mòbil;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Oriental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;50;De 50 a 64 anys;De 50 a 54 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Poc;2;PSC;-;Esquerra;5;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;8;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;7;8;9;9;8;Durant la campanya electoral;PSC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;PSC;-;Sí;4;Sí;4;Sí;6;Sí;7;Sí;6;Sí;4;Sí;4;No; ;Sí;5; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana-baixa; ;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant; ;PSC;PSC; ; ; ; ;ERC;PSC;PSC;PSC; 
1;603;2021;1; ; ; ;929;Trucada a telèfon mòbil;73;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;55;De 50 a 64 anys;De 55 a 59 anys;Sí, però no en fa ús;Altres comunitats autònomes; ;2;Dolenta;Dolenta;Bastant;4;Vox;-;Centre-dreta;4;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;No ho té gens en compte;5;No ho té gens en compte;5;No ho té gens en compte;Durant la campanya electoral;Vox;-; ; ; ; ;-;No ho recorda;erc o psc;Estic segur/a que vaig votar;Vox;vox;Sí;7;No; ;Sí;5;Sí;5;No; ;Sí;8;Sí;4;No; ;No; ;1978;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop al mes;Està temporalment de baixa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;-;Altres llengües o altres combinacions;gallego; ;Classe treballadora mitjana;2;Entre 1.001€ i 2.000€;Sí;No contesta; ; ; ;-; ;No;Mai;Poc;Molt;Bastant;Molt;Sí;Vox;Vox; ; ; ; ;NS/NC;Altres, blanc;Vox;Altres, blanc; 
